color,director_name,num_critic_for_reviews,duration,actor_2_name,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes
Color,Bruce Beresford,5.0,104.0,Lucy Fry,,Drama,Mckenna Grace,Mr. Church,63,1546,Natalie Coughlin,0.0,,http://www.imdb.com/title/tt4196848/?ref_=fn_tt_tt_1,5.0,English,USA,PG-13,8000000.0,2016.0,8.0,2.35,205
Color,Michael Winnick,15.0,106.0,Helena Mattsson,,Action,Scott Takeda,Code of Honor,662,2741,Craig Sheffer,0.0,gun|mayor|nightclub|police|vigilantism,http://www.imdb.com/title/tt4060866/?ref_=fn_tt_tt_1,14.0,English,USA,R,8000000.0,2016.0,4.2,,689
Color,Nicolas Winding Refn,253.0,118.0,Bella Heathcote,1330827.0,Horror|Thriller,Keanu Reeves,The Neon Demon,9866,19879,Charles Baker,2.0,beauty|cannibalism|fashion|lesbian|model,http://www.imdb.com/title/tt1974419/?ref_=fn_tt_tt_1,73.0,English,France,R,7000000.0,2016.0,7.0,2.35,0
Color,Kim Nguyen,6.0,96.0,Justin Edward Seale,,Drama|Romance,Gordon Pinsent,Two Lovers and a Bear,33,414,John Ralston,0.0,,http://www.imdb.com/title/tt4412528/?ref_=fn_tt_tt_1,6.0,English,Canada,,8700000.0,2016.0,7.2,2.35,187
Color,Dan Trachtenberg,411.0,104.0,John Gallagher Jr.,71897215.0,Drama|Horror|Mystery|Sci-Fi|Thriller,Bradley Cooper,10 Cloverfield Lane,126893,14504,Sumalee Montano,0.0,alien|bunker|car crash|kidnapping|minimal cast,http://www.imdb.com/title/tt1179933/?ref_=fn_tt_tt_1,440.0,English,USA,PG-13,15000000.0,2016.0,7.3,2.35,33000
Color,David F. Sandberg,159.0,81.0,Amiah Miller,56536016.0,Horror,Billy Burke,Lights Out,13523,3344,Gabriel Bateman,0.0,based on short film|reference to avenged sevenfold|reference to slayer|switching lights on and off|two word title,http://www.imdb.com/title/tt4786282/?ref_=fn_tt_tt_1,95.0,English,USA,PG-13,4900000.0,2016.0,6.9,2.35,0
Color,Stephen Hopkins,125.0,134.0,Tony Curran,19097994.0,Biography|Drama|Sport,William Hurt,Race,11744,2410,David Kross,0.0,1930s|athlete|nazi germany|olympics|track and field,http://www.imdb.com/title/tt3499096/?ref_=fn_tt_tt_1,49.0,English,Canada,PG-13,,2016.0,7.1,2.35,0
Color,Michael Tiddes,59.0,92.0,Mike Epps,11675178.0,Comedy,Fred Willard,Fifty Shades of Black,9509,2848,Russell Peters,4.0,color in title|parody|reference to cuba gooding jr|reference to netflix|written by star,http://www.imdb.com/title/tt4667094/?ref_=fn_tt_tt_1,53.0,English,USA,R,5000000.0,2016.0,3.5,,11000
Color,Bille Woodruff,12.0,96.0,Brandy Norwood,9658370.0,Comedy|Romance,Donald Faison,The Perfect Match,1180,3552,Lauren London,6.0,,http://www.imdb.com/title/tt4871980/?ref_=fn_tt_tt_1,9.0,English,USA,R,5000000.0,2016.0,4.5,,740
Color,Kevin Smith,35.0,88.0,Haley Joel Osment,,Comedy|Fantasy|Horror|Thriller,Johnny Depp,Yoga Hosers,849,46115,Natasha Lyonne,7.0,part of trilogy|second part,http://www.imdb.com/title/tt3838992/?ref_=fn_tt_tt_1,4.0,English,USA,PG-13,5000000.0,2016.0,4.8,,0
Color,Raja Menon,39.0,130.0,Sameer Ali Khan,,Action|Drama|History|Thriller|War,Nimrat Kaur,Airlift,30977,151,Purab Kohli,1.0,1990s|businessman|evacuation|historical fiction|kuwait,http://www.imdb.com/title/tt4387040/?ref_=fn_tt_tt_1,178.0,Hindi,India,,4400000.0,2016.0,8.5,2.35,10000
Color,Phil Joanou,39.0,93.0,Shannon Woodward,,Horror,Lily Rabe,The Veil,4146,2651,Kira McLean,2.0,documentary crew|mass suicide|survivor|tied feet|tied up while barefoot,http://www.imdb.com/title/tt3533916/?ref_=fn_tt_tt_1,29.0,English,USA,R,4000000.0,2016.0,4.7,2.35,0
Color,Timur Bekmambetov,1.0,141.0,Ayelet Zurer,,Adventure|Drama|History,Morgan Freeman,Ben-Hur,67,13391,Moises Arias,2.0,chariot race|epic|false accusation|jerusalem|slave,http://www.imdb.com/title/tt2638144/?ref_=fn_tt_tt_1,1.0,English,USA,PG-13,100000000.0,2016.0,6.0,2.35,0
Color,Warren P. Sonoda,9.0,105.0,Mykel Shannon Jenkins,123777.0,Action|Biography|Crime|Drama|Family|Fantasy,Diahann Carroll,The Masked Saint,342,1043,Lara Jean Chorostecki,0.0,,http://www.imdb.com/title/tt3103166/?ref_=fn_tt_tt_1,15.0,English,Canada,PG-13,3500000.0,2016.0,4.7,1.85,0
Color,Enrique Begne,5.0,101.0,HÌ©ctor JimÌ©nez,3105269.0,Action|Comedy,Kevin Pollak,Compadres,368,1335,Erick Elias,2.0,,http://www.imdb.com/title/tt3367294/?ref_=fn_tt_tt_1,8.0,English,Mexico,R,3000000.0,2016.0,5.0,,174
Color,Danny Perez,10.0,94.0,Emmanuel Kabongo,,Horror,Natasha Lyonne,Antibirth,63,2406,Mark Webber,1.0,,http://www.imdb.com/title/tt3333870/?ref_=fn_tt_tt_1,2.0,English,USA,,3500000.0,2016.0,6.3,,89
Color,Mitchell Altieri,,87.0,Luke Edwards,,Comedy|Horror|Thriller,Kimberley Crossman,A Beginner's Guide to Snuff,13,1270,Bree Williamson,0.0,,http://www.imdb.com/title/tt4058122/?ref_=fn_tt_tt_1,,English,USA,,,2016.0,8.7,,8
Color,Travis Zariwny,68.0,99.0,Gage Golightly,,Horror,Dustin Ingram,Cabin Fever,3313,992,Samuel Davis,0.0,female rear nudity|flesh eating virus|horror movie remake|remake|topless female nudity,http://www.imdb.com/title/tt3832096/?ref_=fn_tt_tt_1,40.0,English,USA,Not Rated,,2016.0,3.7,,2000
,John Stockwell,2.0,90.0,T.J. Storm,,Action,Matthew Ziff,Kickboxer: Vengeance,246,261818,Sam Medina,5.0,,http://www.imdb.com/title/tt3082898/?ref_=fn_tt_tt_1,1.0,,USA,,17000000.0,2016.0,9.1,,0
Color,Alex Ranarivelo,9.0,101.0,Christina Moore,,Drama,Lea Thompson,The Dog Lover,162,2419,Cullen Douglas,,,http://www.imdb.com/title/tt4063178/?ref_=fn_tt_tt_1,8.0,English,USA,PG,2000000.0,2016.0,4.8,2.35,724
Color,Harold Cronk,29.0,120.0,Robin Givens,20773070.0,Drama,Benjamin A. Onyango,God's Not Dead 2,4501,1810,Maria Canals-Barrera,11.0,alternate universe|christian|christian film|christianity|manipulation,http://www.imdb.com/title/tt4824308/?ref_=fn_tt_tt_1,102.0,English,USA,PG,5000000.0,2016.0,3.4,2.35,0
Color,Thomas Lilti,18.0,102.0,FÌ©lix Moati,,Comedy|Drama,FranÌ¤ois Cluzet,Irreplaceable,389,553,Marianne Denicourt,2.0,doctor|hospital|mayor|no opening credits|title at the end,http://www.imdb.com/title/tt5078326/?ref_=fn_tt_tt_1,1.0,French,France,,,2016.0,7.2,,36
Color,Warren Sheppard,3.0,94.0,Randy Jay Burrell,,Action|Romance|Sport,Jennifer Hale,Fight to the Finish,60,2091,Vincent De Paul,0.0,fighting|karate,http://www.imdb.com/title/tt3152288/?ref_=fn_tt_tt_1,2.0,English,USA,PG-13,150000.0,2016.0,4.0,,381
Color,Darren Lynn Bousman,10.0,97.0,Barry Bostwick,,Horror|Musical,Paul Sorvino,Alleluia! The Devil's Carnival,259,2438,Terrance Zdunich,5.0,carnival|devil|redemption|reference to god,http://www.imdb.com/title/tt3892618/?ref_=fn_tt_tt_1,20.0,English,USA,,500000.0,2016.0,7.4,1.78,707
Color,Joel Paul Reisig,1.0,108.0,Joel Paul Reisig,,Family,Carrie Bradstreet,Rodeo Girl,62,1628,Yassie Hawkes,2.0,,http://www.imdb.com/title/tt4062896/?ref_=fn_tt_tt_1,4.0,English,USA,PG,500000.0,2016.0,5.7,,0
Color,Luke Dye,1.0,84.0,Jeff Delaney,,Family,Mike Stanley,The Little Ponderosa Zoo,15,683,Jamison Stalsworth,2.0,,http://www.imdb.com/title/tt3846442/?ref_=fn_tt_tt_1,1.0,English,USA,,500000.0,2016.0,5.2,16.0,9
Color,Nate Parker,21.0,120.0,Nate Parker,,Biography|Drama,Jason Stuart,The Birth of a Nation,1197,3525,Aunjanue Ellis,1.0,,http://www.imdb.com/title/tt4196450/?ref_=fn_tt_tt_1,8.0,English,USA,R,10000000.0,2016.0,5.4,2.35,0
